day,time,sender_account,receipient_account,amount
6,08:42,acc5,acc6,61
6,08:42,acc7,acc1,64
6,08:43,acc7,acc4,54
6,08:44,acc1,acc3,58
6,08:44,acc2,acc4,42
6,08:45,acc5,acc1,27
6,08:46,acc4,acc5,38
6,08:46,acc5,acc2,56
6,08:48,acc3,acc2,50
6,08:48,acc6,acc1,45
6,08:49,acc3,acc1,59
6,08:49,acc3,acc7,39
6,08:50,acc1,acc2,72
6,08:50,acc2,acc5,72
6,08:50,acc3,acc4,58
6,08:50,acc5,acc1,31
6,08:50,acc6,acc4,35
6,08:50,acc7,acc4,75
6,08:51,acc1,acc7,69
6,08:51,acc4,acc1,48
6,08:51,acc7,acc5,70
6,08:52,acc2,acc3,60
6,08:53,acc5,acc2,59
6,08:53,acc5,acc6,70
6,08:53,acc5,acc6,56
6,08:54,acc2,acc6,34
6,08:54,acc4,acc5,56
6,08:54,acc5,acc7,42
6,08:54,acc7,acc6,37
6,08:54,acc7,acc6,56
6,08:55,acc3,acc4,67
6,08:55,acc5,acc3,25
6,08:56,acc6,acc3,68
6,08:57,acc2,acc5,69
6,08:57,acc3,acc5,65
6,08:57,acc5,acc3,63
6,08:57,acc7,acc4,27
6,08:58,acc4,acc7,28
6,08:58,acc5,acc7,62
6,08:59,acc1,acc3,27
6,09:00,acc1,acc5,43
6,09:00,acc1,acc5,52
6,09:01,acc2,acc4,29
6,09:02,acc5,acc4,56
6,09:03,acc7,acc3,56
6,09:04,acc1,acc5,35
6,09:04,acc6,acc3,60
6,09:05,acc4,acc7,31
6,09:06,acc6,acc2,73
6,09:07,acc1,acc2,28
6,09:07,acc6,acc5,30
6,09:08,acc4,acc1,74
6,09:09,acc6,acc1,70
6,09:09,acc6,acc4,35
6,09:09,acc6,acc5,45
6,09:10,acc4,acc1,65
6,09:11,acc1,acc7,49
6,09:11,acc4,acc2,30
6,09:13,acc4,acc5,74
6,09:13,acc4,acc5,46
6,09:13,acc5,acc1,75
6,09:13,acc7,acc6,28
6,09:14,acc1,acc7,60
6,09:14,acc2,acc6,58
6,09:14,acc7,acc6,64
6,09:15,acc1,acc2,36
6,09:15,acc1,acc6,38
6,09:15,acc2,acc1,29
6,09:15,acc3,acc7,32
6,09:15,acc5,acc7,42
6,09:16,acc6,acc1,55
6,09:16,acc7,acc4,40
6,09:17,acc3,acc5,37
6,09:17,acc4,acc5,42
6,09:18,acc3,acc2,62
6,09:20,acc2,acc3,47
6,09:20,acc2,acc6,61
6,09:20,acc4,acc3,70
6,09:20,acc6,acc2,72
6,09:21,acc6,acc7,28
6,09:22,acc4,acc3,69
6,09:23,acc1,acc4,45
6,09:23,acc3,acc1,70
6,09:24,acc2,acc5,26
6,09:26,acc1,acc4,43
6,09:27,acc3,acc4,36
6,09:27,acc5,acc1,48
6,09:27,acc6,acc5,45
6,09:28,acc7,acc4,50
6,09:29,acc3,acc7,45
6,09:29,acc7,acc1,35
6,09:30,acc2,acc7,71
6,09:30,acc7,acc5,52
6,09:31,acc4,acc2,74
6,09:32,acc2,acc5,49
6,09:32,acc3,acc6,75
6,09:32,acc5,acc3,62
6,09:32,acc6,acc3,61
6,09:33,acc3,acc4,44
6,09:33,acc4,acc6,44
6,09:34,acc3,acc4,42
6,09:34,acc6,acc2,41
6,09:35,acc5,acc1,66
6,09:35,acc5,acc7,73
6,09:35,acc6,acc1,36
6,09:35,acc6,acc4,43
6,09:36,acc5,acc3,56
6,09:36,acc5,acc4,56
6,09:36,acc6,acc1,29
6,09:37,acc3,acc1,29
6,09:37,acc4,acc1,60
6,09:37,acc5,acc3,63
6,09:38,acc3,acc1,60
6,09:38,acc3,acc6,52
6,09:39,acc2,acc1,64
6,09:39,acc2,acc7,68
6,09:39,acc6,acc2,54
6,09:39,acc7,acc6,31
6,09:40,acc1,acc7,45
6,09:40,acc5,acc7,63
6,09:40,acc6,acc7,56
6,09:41,acc2,acc6,36
6,09:41,acc3,acc1,64
6,09:41,acc4,acc6,30
6,09:42,acc2,acc6,60
6,09:43,acc3,acc2,70
6,09:45,acc7,acc2,55
6,09:46,acc2,acc7,59
6,09:46,acc7,acc5,67
6,09:48,acc6,acc7,28
6,09:49,acc4,acc5,59
6,09:50,acc1,acc5,67
6,09:50,acc3,acc2,48
6,09:50,acc7,acc1,36
6,09:50,acc7,acc4,44
6,09:51,acc1,acc5,61
6,09:51,acc2,acc4,30
6,09:52,acc2,acc1,34
6,09:52,acc6,acc7,69
6,09:53,acc4,acc6,64
6,09:54,acc2,acc5,50
6,09:54,acc6,acc5,28
6,09:55,acc3,acc4,63
6,09:56,acc2,acc6,61
6,09:56,acc6,acc2,54
6,09:56,acc7,acc6,40
6,09:57,acc1,acc4,43
6,09:57,acc5,acc3,74
6,09:57,acc6,acc7,32
6,09:58,acc4,acc6,41
6,09:59,acc5,acc7,52
6,09:59,acc7,acc1,46
6,09:59,acc7,acc3,71
6,10:00,acc1,acc3,29
6,10:00,acc6,acc4,33
6,10:01,acc6,acc2,53
6,10:02,acc3,acc7,70
6,10:02,acc6,acc2,64
6,10:05,acc3,acc1,48
6,10:05,acc5,acc6,65
6,10:06,acc1,acc3,25
6,10:06,acc1,acc7,39
6,10:06,acc2,acc3,51
6,10:06,acc6,acc2,27
6,10:06,acc7,acc1,51
6,10:07,acc5,acc7,59
6,10:07,acc6,acc4,42
6,10:08,acc1,acc2,58
6,10:08,acc2,acc7,61
6,10:08,acc5,acc1,37
6,10:08,acc6,acc5,26
6,10:08,acc7,acc2,52
6,10:09,acc3,acc2,44
6,10:09,acc6,acc2,73
6,10:09,acc7,acc2,67
6,10:10,acc4,acc5,39
6,10:10,acc5,acc4,40
6,10:11,acc2,acc4,30
6,10:11,acc3,acc2,61
6,10:11,acc7,acc2,37
6,10:13,acc1,acc6,65
6,10:13,acc1,acc7,49
6,10:13,acc6,acc7,58
6,10:14,acc1,acc5,42
6,10:14,acc3,acc2,63
6,10:14,acc4,acc2,33
6,10:14,acc7,acc3,75
6,10:15,acc3,acc1,41
6,10:15,acc3,acc5,33
6,10:15,acc6,acc1,61
6,10:16,acc3,acc1,66
6,10:17,acc1,acc2,65
6,10:17,acc5,acc4,55
6,10:18,acc6,acc2,54
6,10:19,acc1,acc4,55
6,10:19,acc1,acc6,36
6,10:19,acc2,acc7,63
6,10:19,acc3,acc4,42
6,10:21,acc4,acc1,38
6,10:21,acc7,acc1,58
6,10:22,acc3,acc1,32
6,10:22,acc6,acc7,55
6,10:23,acc1,acc6,37
6,10:23,acc6,acc5,46
6,10:24,acc2,acc4,53
6,10:24,acc5,acc4,69
6,10:24,acc7,acc4,62
6,10:25,acc5,acc6,27
6,10:25,acc7,acc5,74
6,10:26,acc1,acc7,37
6,10:26,acc2,acc3,64
6,10:27,acc3,acc1,64
6,10:27,acc4,acc6,50
6,10:27,acc5,acc1,67
6,10:27,acc6,acc3,36
6,10:28,acc2,acc3,30
6,10:28,acc3,acc2,25
6,10:28,acc5,acc2,75
6,10:29,acc1,acc4,74
6,10:29,acc3,acc7,25
6,10:29,acc5,acc3,41
6,10:30,acc4,acc2,48
6,10:30,acc7,acc6,59
6,10:31,acc7,acc6,45
6,10:32,acc2,acc3,60
6,10:32,acc2,acc4,45
6,10:34,acc3,acc5,56
6,10:35,acc1,acc4,71
6,10:35,acc3,acc6,31
6,10:35,acc4,acc5,73
6,10:35,acc5,acc6,49
6,10:37,acc3,acc5,48
6,10:37,acc4,acc3,66
6,10:38,acc1,acc3,35
6,10:38,acc2,acc6,74
6,10:39,acc6,acc1,65
6,10:39,acc6,acc3,44
6,10:39,acc7,acc2,54
6,10:40,acc2,acc5,27
6,10:40,acc2,acc5,63
6,10:41,acc5,acc3,52
6,10:41,acc6,acc2,28
6,10:42,acc6,acc4,62
6,10:43,acc2,acc3,67
6,10:43,acc5,acc4,72
6,10:43,acc6,acc1,38
6,10:44,acc1,acc7,35
6,10:45,acc3,acc4,43
6,10:45,acc5,acc1,33
6,10:45,acc6,acc3,38
6,10:46,acc5,acc6,75
6,10:46,acc6,acc3,56
6,10:47,acc2,acc7,36
6,10:47,acc4,acc3,42
6,10:47,acc4,acc7,64
6,10:49,acc1,acc7,32
6,10:49,acc1,acc7,66
6,10:49,acc5,acc7,42
6,10:49,acc7,acc5,25
6,10:50,acc4,acc7,56
6,10:50,acc5,acc1,37
6,10:50,acc6,acc4,30
6,10:51,acc1,acc5,48
6,10:51,acc2,acc3,56
6,10:51,acc4,acc1,61
6,10:52,acc3,acc5,47
6,10:52,acc5,acc2,68
6,10:52,acc6,acc7,50
6,10:53,acc4,acc2,32
6,10:53,acc5,acc3,70
6,10:53,acc7,acc5,64
6,10:55,acc1,acc3,37
6,10:55,acc1,acc6,41
6,10:55,acc4,acc7,57
6,10:55,acc5,acc1,63
6,10:56,acc6,acc4,52
6,10:56,acc6,acc7,69
6,10:57,acc5,acc6,38
6,10:58,acc1,acc3,52
6,10:58,acc3,acc6,67
6,10:58,acc7,acc6,45
6,10:59,acc3,acc7,29
6,11:00,acc2,acc4,43
6,11:00,acc2,acc4,36
6,11:00,acc7,acc2,51
6,11:01,acc4,acc6,63
6,11:01,acc6,acc1,36
6,11:01,acc7,acc2,61
6,11:02,acc1,acc6,42
6,11:03,acc1,acc4,53
6,11:03,acc2,acc4,65
6,11:05,acc2,acc4,69
6,11:05,acc4,acc2,48
6,11:06,acc3,acc1,66
6,11:06,acc5,acc3,47
6,11:07,acc2,acc6,27
6,11:07,acc3,acc4,43
6,11:09,acc6,acc2,64
6,11:09,acc6,acc7,60
6,11:10,acc1,acc2,56
6,11:10,acc4,acc6,67
6,11:10,acc5,acc3,56
6,11:10,acc6,acc1,62
6,11:10,acc7,acc3,38
6,11:11,acc3,acc5,68
6,11:11,acc3,acc5,59
6,11:11,acc4,acc2,59
6,11:11,acc5,acc1,26
6,11:11,acc5,acc2,56
6,11:11,acc6,acc2,35
6,11:11,acc6,acc7,44
6,11:11,acc7,acc3,67
6,11:12,acc2,acc4,35
6,11:12,acc2,acc7,38
6,11:12,acc3,acc6,64
6,11:12,acc3,acc7,26
6,11:12,acc5,acc1,69
6,11:12,acc6,acc1,74
6,11:12,acc7,acc4,57
6,11:13,acc1,acc7,72
6,11:14,acc6,acc5,63
6,11:14,acc6,acc7,74
6,11:15,acc4,acc1,35
6,11:16,acc1,acc6,53
6,11:16,acc2,acc3,39
6,11:17,acc4,acc7,56
6,11:17,acc6,acc3,52
6,11:17,acc7,acc5,39
6,11:18,acc2,acc1,39
6,11:18,acc2,acc6,56
6,11:18,acc6,acc1,73
6,11:19,acc3,acc5,46
6,11:19,acc5,acc4,35
6,11:19,acc7,acc1,39
6,11:19,acc7,acc6,66
6,11:20,acc2,acc1,45
6,11:20,acc4,acc3,34
6,11:21,acc3,acc4,38
6,11:21,acc4,acc5,62
6,11:21,acc5,acc1,61
6,11:22,acc4,acc6,47
6,11:23,acc3,acc7,62
6,11:23,acc7,acc6,56
6,11:24,acc1,acc4,50
6,11:25,acc1,acc4,29
6,11:27,acc1,acc4,45
6,11:27,acc4,acc5,67
6,11:27,acc5,acc6,42
6,11:27,acc6,acc5,47
6,11:29,acc1,acc4,34
6,11:29,acc5,acc6,68
6,11:29,acc7,acc5,31
6,11:30,acc4,acc2,73
6,11:30,acc4,acc5,51
6,11:31,acc3,acc7,64
6,11:32,acc3,acc4,68
6,11:33,acc6,acc3,73
6,11:34,acc2,acc5,40
6,11:34,acc2,acc6,46
6,11:34,acc2,acc7,56
6,11:34,acc3,acc6,27
6,11:34,acc7,acc5,41
6,11:36,acc7,acc4,28
6,11:38,acc7,acc2,32
6,11:39,acc1,acc5,59
6,11:39,acc1,acc6,51
6,11:39,acc2,acc4,55
6,11:39,acc7,acc3,56
6,11:40,acc1,acc7,58
6,11:40,acc6,acc7,40
6,11:41,acc1,acc6,51
6,11:41,acc2,acc5,58
6,11:42,acc3,acc7,33
6,11:42,acc4,acc3,32
6,11:43,acc6,acc2,34
6,11:44,acc2,acc5,33
6,11:44,acc6,acc2,74
6,11:45,acc4,acc3,48
6,11:46,acc3,acc5,50
6,11:47,acc3,acc4,69
6,11:47,acc7,acc2,45
6,11:47,acc7,acc3,51
6,11:48,acc3,acc7,36
6,11:48,acc4,acc3,55
6,11:49,acc4,acc7,37
6,11:49,acc5,acc1,68
6,11:49,acc5,acc3,42
6,11:50,acc4,acc6,47
6,11:50,acc4,acc7,37
6,11:50,acc7,acc2,64
6,11:51,acc3,acc4,51
6,11:51,acc7,acc2,51
6,11:52,acc2,acc4,60
6,11:53,acc1,acc5,62
6,11:54,acc2,acc1,73
6,11:55,acc2,acc1,58
6,11:56,acc2,acc4,36
6,11:57,acc1,acc5,28
6,11:58,acc3,acc2,36
6,12:00,acc4,acc1,55
6,12:00,acc5,acc7,64
6,12:00,acc6,acc2,65
6,12:01,acc4,acc7,27
6,12:01,acc5,acc1,67
6,12:02,acc5,acc2,40
6,12:03,acc3,acc6,67
6,12:03,acc4,acc2,52
6,12:03,acc4,acc3,67
6,12:03,acc6,acc3,39
6,12:03,acc6,acc7,40
6,12:04,acc5,acc6,74
6,12:04,acc6,acc3,26
6,12:08,acc3,acc6,27
6,12:08,acc4,acc5,60
6,12:08,acc4,acc7,68
6,12:09,acc4,acc6,56
6,12:10,acc5,acc6,69
6,12:11,acc1,acc5,70
6,12:11,acc2,acc3,48
6,12:12,acc4,acc1,28
6,12:12,acc4,acc5,64
6,12:12,acc4,acc7,65
6,12:13,acc4,acc3,46
6,12:13,acc7,acc1,62
6,12:13,acc7,acc6,72
6,12:15,acc1,acc7,26
6,12:15,acc2,acc6,38
6,12:15,acc4,acc3,32
6,12:16,acc6,acc4,54
6,12:16,acc7,acc1,65
6,12:17,acc1,acc5,45
6,12:17,acc5,acc2,73
6,12:17,acc5,acc3,43
6,12:18,acc3,acc6,50
6,12:19,acc1,acc4,66
6,12:20,acc5,acc2,74
6,12:21,acc4,acc1,40
6,12:21,acc4,acc7,41
6,12:22,acc1,acc6,59
6,12:22,acc1,acc6,38
6,12:22,acc3,acc1,57
6,12:23,acc1,acc5,37
6,12:23,acc2,acc4,42
6,12:24,acc2,acc4,65
6,12:24,acc3,acc6,38
6,12:24,acc5,acc2,67
6,12:24,acc6,acc5,47
6,12:24,acc7,acc2,49
6,12:25,acc2,acc5,40
6,12:26,acc6,acc5,44
6,12:28,acc2,acc7,63
6,12:29,acc2,acc1,46
6,12:29,acc7,acc3,62
6,12:30,acc1,acc3,46
6,12:30,acc1,acc7,72
6,12:30,acc2,acc4,39
6,12:30,acc3,acc4,26
6,12:30,acc5,acc6,33
6,12:30,acc6,acc5,39
6,12:30,acc7,acc5,69
6,12:31,acc6,acc1,40
6,12:31,acc6,acc5,52
6,12:31,acc6,acc7,58
6,12:32,acc4,acc7,68
6,12:33,acc5,acc4,56
6,12:33,acc7,acc2,35
6,12:34,acc4,acc5,30
6,12:34,acc6,acc3,31
6,12:34,acc6,acc7,55
6,12:34,acc7,acc6,61
6,12:35,acc4,acc6,64
6,12:36,acc3,acc7,66
6,12:36,acc5,acc2,32
6,12:36,acc5,acc2,54
6,12:36,acc5,acc6,40
6,12:36,acc7,acc2,68
6,12:37,acc3,acc7,31
6,12:38,acc3,acc5,66
6,12:38,acc5,acc2,35
6,12:38,acc6,acc4,33
6,12:39,acc2,acc3,74
6,12:39,acc4,acc7,71
6,12:39,acc7,acc6,48
6,12:40,acc1,acc6,38
6,12:41,acc4,acc5,41
6,12:41,acc5,acc4,60
6,12:41,acc6,acc4,63
6,12:42,acc2,acc4,72
6,12:43,acc3,acc6,28
6,12:43,acc5,acc6,62
6,12:43,acc7,acc6,68
6,12:44,acc1,acc3,67
6,12:44,acc3,acc1,44
6,12:44,acc7,acc6,27
6,12:45,acc1,acc2,26
6,12:46,acc2,acc6,33
6,12:46,acc4,acc1,50
6,12:46,acc5,acc3,73
6,12:47,acc5,acc1,66
6,12:47,acc6,acc3,55
6,12:48,acc1,acc4,43
6,12:48,acc2,acc7,62
6,12:48,acc3,acc1,43
6,12:50,acc1,acc7,53
6,12:50,acc4,acc1,57
6,12:50,acc4,acc7,41
6,12:50,acc6,acc7,48
6,12:51,acc1,acc3,38
6,12:51,acc6,acc5,56
6,12:51,acc6,acc7,67
6,12:51,acc7,acc2,51
6,12:52,acc2,acc1,40
6,12:53,acc5,acc4,37
6,12:53,acc6,acc5,30
6,12:53,acc7,acc6,69
6,12:54,acc7,acc3,30
6,12:55,acc2,acc6,73
6,12:56,acc4,acc5,35
6,12:57,acc2,acc7,27
6,12:57,acc4,acc1,37
6,12:57,acc7,acc4,30
6,12:57,acc7,acc6,55
6,12:59,acc5,acc4,58
6,13:00,acc3,acc5,51
6,13:01,acc5,acc2,45
6,13:02,acc3,acc4,33
6,13:02,acc5,acc4,64
6,13:02,acc6,acc1,64
6,13:03,acc2,acc4,50
6,13:03,acc6,acc3,60
6,13:04,acc1,acc6,29
6,13:04,acc3,acc5,36
6,13:04,acc3,acc6,35
6,13:04,acc4,acc5,47
6,13:06,acc1,acc3,43
6,13:06,acc3,acc2,71
6,13:06,acc6,acc4,32
6,13:07,acc4,acc6,25
6,13:08,acc2,acc6,52
6,13:11,acc2,acc7,44
6,13:12,acc3,acc2,62
6,13:12,acc5,acc2,44
6,13:13,acc1,acc4,61
6,13:13,acc1,acc7,46
6,13:13,acc2,acc6,47
6,13:13,acc3,acc7,49
6,13:14,acc3,acc7,35
6,13:14,acc5,acc3,30
6,13:14,acc7,acc3,36
6,13:15,acc2,acc6,62
6,13:15,acc4,acc3,40
6,13:16,acc6,acc2,49
6,13:17,acc2,acc1,44
6,13:17,acc7,acc3,52
6,13:19,acc2,acc1,30
6,13:20,acc6,acc1,65
6,13:21,acc1,acc5,28
6,13:22,acc3,acc2,54
6,13:23,acc1,acc2,51
6,13:23,acc1,acc2,38
6,13:23,acc1,acc6,73
6,13:23,acc7,acc3,49
6,13:24,acc6,acc7,32
6,13:24,acc7,acc5,62
6,13:25,acc6,acc4,58
6,13:25,acc7,acc4,29
6,13:26,acc3,acc4,44
6,13:26,acc5,acc7,28
6,13:27,acc7,acc1,50
6,13:27,acc7,acc3,70
6,13:28,acc2,acc4,44
6,13:28,acc5,acc4,51
6,13:28,acc6,acc2,39
6,13:29,acc6,acc2,75
6,13:29,acc6,acc5,61
6,13:31,acc7,acc2,26
6,13:32,acc2,acc5,56
6,13:32,acc4,acc3,45
6,13:33,acc1,acc2,60
6,13:34,acc1,acc4,59
6,13:34,acc2,acc1,41
6,13:35,acc2,acc3,61
6,13:35,acc5,acc3,73
6,13:36,acc2,acc7,40
6,13:36,acc5,acc1,44
6,13:36,acc5,acc3,61
6,13:38,acc2,acc5,43
6,13:38,acc7,acc5,46
6,13:39,acc2,acc5,52
6,13:39,acc4,acc5,59
6,13:40,acc1,acc6,51
6,13:40,acc1,acc6,29
6,13:40,acc3,acc5,44
6,13:40,acc6,acc1,34
6,13:41,acc7,acc2,63
6,13:41,acc7,acc5,73
6,13:42,acc2,acc7,38
6,13:42,acc3,acc1,47
6,13:42,acc5,acc3,39
6,13:42,acc5,acc6,32
6,13:44,acc6,acc5,53
6,13:45,acc1,acc6,32
6,13:45,acc2,acc3,53
6,13:45,acc6,acc4,71
6,13:48,acc1,acc2,67
6,13:48,acc4,acc1,30
6,13:48,acc5,acc6,32
6,13:48,acc7,acc1,43
6,13:49,acc3,acc7,42
6,13:49,acc5,acc2,44
6,13:49,acc6,acc5,54
6,13:51,acc1,acc3,49
6,13:51,acc7,acc1,41
6,13:52,acc1,acc7,35
6,13:53,acc1,acc2,46
6,13:54,acc7,acc2,47
6,13:55,acc1,acc4,42
6,13:55,acc2,acc4,59
6,13:55,acc7,acc1,34
6,13:56,acc1,acc2,70
6,13:56,acc1,acc3,26
6,13:56,acc6,acc3,32
6,13:57,acc2,acc7,72
6,13:58,acc6,acc1,36
6,13:58,acc6,acc3,70
6,13:59,acc1,acc6,42
6,14:00,acc1,acc3,39
6,14:00,acc1,acc7,50
6,14:00,acc1,acc7,54
6,14:00,acc6,acc2,25
6,14:00,acc7,acc3,67
6,14:01,acc1,acc4,71
6,14:02,acc3,acc1,61
6,14:02,acc4,acc6,39
6,14:02,acc5,acc6,73
6,14:03,acc1,acc2,59
6,14:03,acc3,acc5,40
6,14:03,acc4,acc7,56
6,14:04,acc1,acc3,35
6,14:04,acc7,acc6,60
6,14:05,acc7,acc1,53
6,14:06,acc4,acc2,75
6,14:06,acc7,acc5,50
6,14:07,acc3,acc2,31
6,14:07,acc4,acc1,58
6,14:07,acc5,acc4,62
6,14:07,acc5,acc6,32
6,14:07,acc6,acc4,39
6,14:07,acc7,acc3,73
6,14:08,acc4,acc2,29
6,14:08,acc6,acc3,51
6,14:09,acc1,acc6,71
6,14:09,acc4,acc7,55
6,14:09,acc6,acc4,73
6,14:10,acc4,acc2,31
6,14:11,acc1,acc6,33
6,14:11,acc7,acc5,43
6,14:12,acc4,acc2,26
6,14:12,acc5,acc6,55
6,14:12,acc7,acc4,36
6,14:13,acc6,acc1,31
6,14:14,acc2,acc7,72
6,14:15,acc3,acc6,53
6,14:16,acc4,acc3,45
6,14:17,acc1,acc7,29
6,14:17,acc7,acc5,60
6,14:19,acc1,acc2,54
6,14:21,acc1,acc6,60
6,14:21,acc6,acc3,38
6,14:21,acc7,acc3,43
6,14:22,acc2,acc4,27
6,14:22,acc4,acc1,40
6,14:22,acc4,acc3,71
6,14:22,acc7,acc3,40
6,14:23,acc4,acc6,64
6,14:24,acc5,acc3,52
6,14:24,acc5,acc4,40
6,14:24,acc7,acc4,56
6,14:25,acc2,acc6,36
6,14:26,acc1,acc4,40
6,14:26,acc3,acc6,40
6,14:27,acc4,acc6,41
6,14:27,acc7,acc1,72
6,14:28,acc3,acc6,57
6,14:28,acc3,acc7,43
6,14:31,acc1,acc5,50
6,14:31,acc3,acc1,31
6,14:31,acc5,acc2,25
6,14:31,acc5,acc3,63
6,14:32,acc1,acc2,49
6,14:32,acc2,acc1,40
6,14:32,acc5,acc1,57
6,14:32,acc5,acc3,56
6,14:33,acc4,acc6,59
6,14:35,acc1,acc3,67
6,14:36,acc4,acc3,72
6,14:37,acc4,acc1,45
6,14:38,acc1,acc3,60
6,14:38,acc2,acc6,51
6,14:38,acc2,acc6,63
6,14:38,acc2,acc7,64
6,14:38,acc3,acc1,57
6,14:38,acc3,acc6,38
6,14:38,acc5,acc7,35
6,14:38,acc7,acc4,60
6,14:39,acc4,acc1,51
6,14:39,acc5,acc7,27
6,14:39,acc7,acc6,39
6,14:40,acc5,acc7,45
6,14:41,acc6,acc2,36
6,14:41,acc6,acc3,60
6,14:41,acc7,acc5,43
6,14:42,acc4,acc7,44
6,14:43,acc3,acc4,42
6,14:43,acc4,acc2,34
6,14:43,acc6,acc5,66
6,14:44,acc1,acc5,73
6,14:44,acc3,acc6,65
6,14:45,acc3,acc7,39
6,14:45,acc5,acc7,45
6,14:45,acc7,acc2,31
6,14:46,acc7,acc1,38
6,14:48,acc1,acc2,73
6,14:48,acc1,acc3,49
6,14:51,acc1,acc5,52
6,14:51,acc2,acc4,43
6,14:51,acc3,acc1,28
6,14:51,acc5,acc4,43
6,14:51,acc7,acc5,68
6,14:52,acc1,acc2,46
6,14:52,acc1,acc7,75
6,14:52,acc4,acc1,30
6,14:54,acc4,acc1,31
6,14:54,acc4,acc2,26
6,14:55,acc2,acc7,61
6,14:55,acc5,acc7,54
6,14:55,acc6,acc1,44
6,14:55,acc6,acc7,66
6,14:56,acc3,acc2,63
6,14:56,acc5,acc3,41
6,14:56,acc7,acc1,26
6,14:57,acc3,acc1,52
6,14:59,acc6,acc4,50
6,15:00,acc2,acc1,55
6,15:00,acc3,acc2,61
6,15:00,acc4,acc2,51
6,15:01,acc1,acc7,75
6,15:01,acc2,acc6,52
6,15:01,acc3,acc2,28
6,15:01,acc7,acc3,51
6,15:02,acc2,acc5,49
6,15:02,acc4,acc6,67
6,15:02,acc5,acc4,64
6,15:03,acc3,acc1,37
6,15:03,acc3,acc2,63
6,15:03,acc5,acc7,41
6,15:04,acc4,acc7,71
6,15:04,acc4,acc7,27
6,15:04,acc6,acc2,32
6,15:04,acc7,acc4,41
6,15:05,acc5,acc1,74
6,15:07,acc1,acc2,66
6,15:07,acc2,acc5,66
6,15:08,acc3,acc2,64
6,15:08,acc6,acc5,74
6,15:10,acc3,acc4,49
6,15:12,acc7,acc2,29
6,15:13,acc2,acc4,31
6,15:13,acc4,acc3,30
6,15:13,acc7,acc4,58
6,15:16,acc7,acc1,47
6,15:16,acc7,acc4,57
6,15:17,acc6,acc4,64
6,15:17,acc7,acc4,38
6,15:18,acc1,acc5,36
6,15:18,acc3,acc7,59
6,15:18,acc7,acc1,59
6,15:19,acc6,acc4,29
6,15:19,acc6,acc7,60
6,15:20,acc1,acc7,26
6,15:20,acc4,acc7,69
6,15:20,acc6,acc2,37
6,15:22,acc2,acc7,43
6,15:22,acc4,acc5,73
6,15:22,acc6,acc7,35
6,15:22,acc7,acc1,49
6,15:23,acc2,acc5,54
6,15:24,acc5,acc2,66
6,15:24,acc5,acc3,73
6,15:25,acc1,acc3,46
6,15:25,acc2,acc7,38
6,15:26,acc4,acc6,55
6,15:26,acc5,acc4,60
6,15:27,acc7,acc2,70
6,15:28,acc1,acc4,36
6,15:28,acc3,acc2,53
6,15:28,acc5,acc3,70
6,15:28,acc7,acc3,38
6,15:28,acc7,acc6,45
6,15:29,acc1,acc3,67
6,15:30,acc1,acc3,48
6,15:30,acc2,acc3,59
6,15:30,acc3,acc6,29
6,15:30,acc4,acc5,53
6,15:31,acc1,acc5,57
6,15:32,acc3,acc7,58
6,15:32,acc4,acc2,67
6,15:32,acc6,acc5,31
6,15:33,acc1,acc4,45
6,15:34,acc2,acc5,67
6,15:34,acc7,acc3,57
6,15:35,acc4,acc5,74
6,15:35,acc5,acc4,45
6,15:35,acc7,acc1,28
6,15:35,acc7,acc3,72
6,15:36,acc2,acc1,39
6,15:36,acc3,acc5,39
6,15:37,acc2,acc5,62
6,15:38,acc1,acc7,30
6,15:38,acc7,acc5,39
6,15:39,acc2,acc1,74
6,15:39,acc2,acc4,58
6,15:39,acc3,acc1,75
6,15:40,acc5,acc7,27
6,15:40,acc7,acc5,74
6,15:41,acc7,acc6,51
6,15:43,acc2,acc5,54
6,15:43,acc4,acc3,51
6,15:43,acc6,acc1,48
6,15:43,acc7,acc3,51
6,15:44,acc2,acc5,70
6,15:45,acc3,acc4,61
6,15:45,acc4,acc3,38
6,15:45,acc5,acc2,28
6,15:47,acc3,acc6,67
6,15:47,acc7,acc4,73
6,15:48,acc1,acc5,27
6,15:48,acc1,acc6,43
6,15:48,acc3,acc7,56
6,15:49,acc7,acc2,36
6,15:50,acc4,acc1,73
6,15:50,acc5,acc1,42
6,15:50,acc7,acc2,72
6,15:51,acc6,acc4,37
6,15:52,acc2,acc5,73
6,15:52,acc3,acc5,29
6,15:52,acc4,acc1,28
6,15:52,acc4,acc5,35
6,15:52,acc4,acc6,71
6,15:52,acc4,acc6,36
6,15:53,acc5,acc4,48
6,15:54,acc5,acc4,65
6,15:54,acc7,acc1,69
6,15:55,acc1,acc3,54
6,15:55,acc3,acc1,35
6,15:56,acc2,acc7,35
6,15:56,acc5,acc4,52
6,15:57,acc2,acc1,61
6,15:57,acc7,acc5,36
6,15:58,acc3,acc1,59
6,15:58,acc3,acc4,26
6,15:58,acc3,acc5,44
6,15:59,acc2,acc5,27
6,16:00,acc1,acc2,56
6,16:01,acc6,acc7,73
6,16:02,acc2,acc7,51
6,16:02,acc3,acc2,44
6,16:02,acc3,acc6,48
6,16:02,acc6,acc4,43
6,16:04,acc2,acc3,34
6,16:04,acc7,acc5,59
6,16:05,acc5,acc7,59
6,16:05,acc6,acc3,39
